content,cluster
1月11日复盘思路今天情绪和指数双反弹市场底部基本确立因为连续调整几个指数压力较大直接开始走强很难所以接下来就是震荡磨底的阶段了晚上美股调整今年美股的走势应该不会很乐观而A股因为上面GLC在控制节奏不至于后面跟随美股泡沫化那么对应的后面美股的调整应该对于我们大A的影响会越来越小A股会走出自身的独立行情只是我们目前要清楚市场才杀跌结束接下来就是继续走箱体震荡节前很难出现持续性的上涨了甚至节后指数出现持续上涨的可能性也不大无非就是一个箱体接一个箱体的震荡上行当然这是对于指数而对于个股只要指数不大跌那么依然看好有结构性的行情对于明天指数明天冲高容易遇阻其次美股晚上也调整会有一定影响所以明天应该是低开冲高继续震荡短期重个股轻指数即可板块机会元宇宙今天弱修复那么明天就还有继续走强的预期所以明天元宇宙看资金回流中医药今天再次走出大长腿上涨这个方向因为疫情的反复可能会继续走穿越而这次和上周四不同上周四回流强度不够周五就分歧调整今天再次反包的话借助疫情的发酵可能会继续走强不过今天高位的已经出现了加速明天应该是弱分歧所以还是有机会只是个股要注意选择要么低位要么形态好辨识度高的人气股数字经济数字货币板块目前还没出现一致的加速高潮就是反复轮动中走强对于后面就还有预期也要留意其次周末电子纸概念今天走的一般但注意的是主板是有晋级的是要比之前幽门螺旋杆菌要强一些的所以明天观察这个方向是否存在弱转强一致的机会总结一下目前市场的偏好还是主流的题材股炒作中医药元宇宙数字经济等主流而其他的板块都是跟随市场走反复轮动所以短线尽量关注这几个方向反复的机会而其他方向的机会在于潜伏后耐心等市场轮动股票今日看盘收起d,1
Beuion币元热闻2022110星期一元宇宙区块链以太坊⒈福布斯TheSandbox元宇宙中将销售实体住宅⒉陈冠希或将于年底前与周杰伦合作发布联名NFT项目⒊昨日OpenSea日交易量突破26亿美元创10月13日以来新高⒋德国数字银行N26联合创始人今年将推出加密货币交易业务⒌著名基金经理BillMiller比特币已占其50个人投资组合区块链数字货币加密货币Beuion币元区块链中的未来银行一个独创完善生态闭环的数字资产综合服务平台Beuion官方电报群O网页链接收起d,2
被老板要求研究nft和元宇宙对Roblox的分析有点像特德姜的你一生的故事里的数码世界但是要比那个精彩得多如果真能按照分析趋势发展下去那么Roblox将成为无数个平行宇宙的集合啊惊人然后看着看着聊天的开始说到投资Ryan所以昨天你和某LP说的那个话应该成为生活中所有的信仰如果你真的有一个什么样的信仰请你真的拿钱和行动去坚持它因为涨跌和赚钱赔钱会给你一个反馈告诉你这个信仰值不值得坚持Alex如果买这个公司的时候市值是295亿完了两年之后变成了50亿市值那只能说明这个公司的虚拟世界就Ryan就抽自己一巴掌当时错了对吧Alex我们离这个世界还很远我错了对吧Ryan最怕的就是什么都没干就只能在自己的小世界兜圈子自己对了就哦对了错了就哎我们那个没事儿这样安慰自己认知的进步速度会变慢如果有涨有跌自己的认知速度会跟着市场一起成长Alex对你会去看财报的你看我现在日程上全是财报对吧无论是3D打印机还是维珍银河对吧出一个财报它会怎么变两个财报它怎么变三个财报四个财报五个财报竞争对手来了它的股价怎么变你逐渐对这个行业有自己的感觉了Alex很多人只在脑子里脑嗨Ryan如果只在脑子里脑嗨其实认知是很难有进步的收起d,2
中青宝子公司拟向实控人收购元宇宙数字平台公司中青宝公告公司全资子公司中青宝香港拟向公司实控人李瑞杰收购其所持宝德资产管理香港有限公司拟更名为保尔利德元宇宙数字平台有限公司51股权并签署相应的股权转让协议本次交易完成后宝德资产管理香港有限公司为公司的控股子公司本次交易对价为0港元保尔利德元宇宙数字平台有限公司希望成为游戏UGC平台的先驱者通过游戏相连全世界为用户内容创作者以及项目方提供一个可以想象创造并且实践的空间同日公告控股股东及实控人拟减持不超过3股份收起d,2
EvilSquidGame喜报喜报ESG牛逼欢迎大哥入住ESG欢迎大哥奔腾入海别墅买靠海游艇一排排年年买新房夜夜摸娇娘区块链元宇宙币圈区块链比特币超话收起d,2
张嘉元一往无前的蓝欢迎来0108元星系专属频道这里为您实时播报元星系小主人张嘉元的消息他是身高185腿长115的黄金比例行走衣架子涨价元是精通多种乐器一个人就是一个乐队的限定团老拔是爱吃冰淇淋的长不大的小孩张佳媛是宇宙海中心最闪耀的恒星ZJY是拔丝捧在手心里的宝物zjyINTO1张嘉元收起d,2
张嘉元zjy一往无前的蓝眉眼弯起来的时候仿佛有偌大的引力天空上所有的星星都被你吸了去可后来想想天空上那片璀璨的星辰应该是在你笑的时候偷偷跑出去的张嘉元我看什么都像你我看月亮像你看星星也像你那些白亮透澈温柔冷清的光它们都让我想起你其实我不太懂喜欢可我想走向你头像初舞台表情包宇宙海王者张嘉元粉丝腮子门面万达营口腮丝zjy纹身张佳媛涨价元艺考高考高中老拔老八家园张嘉元INTO1张嘉元收起d,2
张嘉元zjy一往无前的蓝攀云梯入火海负千斤抵四方张嘉元十九岁的第一课是为家园安全保驾护航勿忘火警119危险时刻蓝朋友消防新兵张嘉元保卫用火安全少年逆风勇闯蓝天战士逆行保护世界和消防新兵张嘉元一起学习消防知识守护地球家园头像初舞台表情包宇宙海王者张嘉元粉丝腮子门面万达营口腮丝zjy纹身张佳媛涨价元艺考高考高中老拔老八家园张嘉元INTO1张嘉元收起d,2
110复盘弱反弹没有很主流的板块市场比较混乱弱反弹为主元宇宙这边云南旅游平盘开觉得是很强了湖北广电直接跌停了预期是平盘开盘直接拉高反包的没想到开盘还洗了一下触发了条件单卖出去了有点可惜认知不足其实是有感觉会反包昨天都没有反量云南拉板其实应该就第一时间去做湖北广电的机会京城股份高开两个点左右大烂板开的也很正常开盘可强可弱开盘直接向上走的也没毛病可惜换手够了没有资金封板甚至无量砸了个跌停有点看不懂其实设置了条件单不过又不小心挂了涨停卖导致单子砸下来的时候触发条件单但是又没有生效以后要注意盘后认真思考了下其实这个不是以前标准的做主升的模式最近老想做反包不是熟悉的模式没状态明天京城股份预计平开或者小高开还有机会反包如果低开2个点以上感觉要清盘出局了不过尾盘有资金抢筹看看明天故事讲完没感觉是开大竞价不及预期要出货不过今天冬奥会概念感觉都有反包趋势明天关注板块相关强度收起d,2
A股证券市场传来3大重要消息看看是否影响到你手中持仓1太好了消费电子设备充电器标准端口要统一了就在今晚统一智能电子设备充电器标准端口的相关提案获得了市场的广泛关注当前智能终端市场的充电设备采用的是USBC接口为主以往每家手机厂商的充电线连接手机的一头都不一样甚至同一个品牌不同型号的手机插头也不一样这就导致很多消费者在更换手机后这些充电线就闲置或被作为工业垃圾丢弃了这样的情况也多发生在其他消费电子产品领域那么统一消费电子产品的充电设备标准也就成了减少电子垃圾的重要举措据我观察目前我们已经开始布局相关工作了首先是加强终端设备充电技术的标准和规范制定统一和规范充电器的借口类型性能和安全性其次崔进各项快充技术的融合互通降低企业研发款冲电源芯片的成本提高其利润率第三推动废气电子设备的回收和再利用形成电子垃圾回收市场预计这项提案将大幅提升A股市场上消费电子概念充电概念以及电子设备回收概念的行业能见度短期对相关概念的走势起到积极提振的作用2名人效应下的NFT概念持久性思考NFT概念兴起之后吸引了一波明星的广泛参与比如周杰伦等人这些明星或以其名下潮牌的名义发行NFT或提供软站台的配合NFT名为非同质化代币借用区块L技术的产品不可复制性在元宇宙平台内流通对于名人明星的光伏加持下的NFT产品价值市场也有着不同的看法比如周杰伦的NFT如果是其本人与NFT产生联动作为一代人的音乐回忆其有收藏价值但是如果是其名下潮牌的衍生品并非记录其音乐人生的NFT那么将仅仅只值一张会员卡的价值但也有看法认为周杰伦的潮牌幻想熊本就得到了其本人的认可有没有收藏价值还是要看后市是否有人愿意持有或交易但从目前名人推动的NFT现状来看大部分NFT的流动性都偏弱贬值较快当然作为一个新兴市场最终还是要观察NFT的社区运营状况才能给予一个合理的估值我认为一个优秀的新兴产业势必要对经济社会产生一定的贡献或者服务于实体经济或者服务于人类的情感需求比如周杰伦的NFT如果作为回馈粉丝并与其音乐制作进行关联比如音乐会门票首发音乐试听等联系在一起亦或者持有者可享有其潮牌折扣那么这种NFT的价值会非常高因为这种NFT在二级市场会被粉丝追逐成为身份象征这样NFT的产业价值才能得以显现从目前的状况来看A股市场上NFT概念由于有了名人效应行业的能见度大幅上升是不争的事实短期有继续走高的预期中长期仍需持续观察3轻工业产能集中的趋势逐步成型就在今天加快现代轻工产业体系建设的意见征求稿发布标志着下一阶段轻工业体系将逐步形成产能集中的趋势总体目标提出到2025年轻工业综合实力要大幅提升年均利润增长保持5左右利润率保持6以上其核心思路是贯彻超级品牌的思路打造一批国际驰名的轻工业品牌据我观察本次意见重点提及的轻工业包含了家用电器皮革五金制品乳制品酿酒等行业我们要知道轻工业的产品是直接面向消费品市场的是直接提高民生幸福水平的商品在消费出口和扩大就业方面轻工业体系的作用举足轻重我认为本次意见稿的详细内容可以说带动了消费市场一个面重点惠及了智能家居和低度白酒两个新赛道近年来消费者对各种智能设备需求旺盛从而推动智能家居成新蓝海市场2021年前11个月家电行业零售销售额同比增长了137清洁电器扫地机器人以及集成灶等智能生活家电品类销售额分别同比增长了33042903以及3385远远高于行业智能家居行业的兴起离不开全区智能的发展目前全屋智能定制解决方案在我们的市场尚处于起步阶段而海外发达经济体的市占率已经超过七成所以我们的智能家居将有着广阔的前景在白酒行业意见稿也重点提出要延伸超级品牌化针对年轻消费群体发展时尚化个性化低度化的白酒产品顺应当下消费者的饮酒观念趋向健康微醺的方向因此一些低度酒反而有了畅销的市场总体来说轻工业是积极供应民生需求的工业体系是提高民众生活水平提升幸福感的发展途径轻工业的发展将带动A股整个消费板块对提振消费有着积极的意义股票投资收起d,1
